PUBID,wage,numChildren,age,educ,experience,tenure,marstat,fullTime,y2009
5151,9,0,20,NA,5.322580645,0.653846154,No romantic union,FALSE,0
5151,14,0,24,4.College,12.67741935,0.980769231,Married,FALSE,1
5154,8,1,23,2.High school,6.258064516,0.480769231,Married,FALSE,0
5179,9.2,0,22,2.High school,6.741935484,0.5,No romantic union,FALSE,0
5179,11,2,26,4.College,11.90322581,1.346153846,Married,TRUE,1
5193,4.65,0,21,2.High school,6.064516129,0.346153846,No romantic union,FALSE,0
5193,23.33,0,26,4.College,14.06451613,4.173076923,No romantic union,FALSE,1
5198,9.5,0,20,2.High school,6,2.423076923,No romantic union,FALSE,0
5198,11.78,0,24,4.College,11.35483871,2.326923077,Cohabiting,TRUE,1
5202,10,0,23,2.High school,12.12903226,0.442307692,Married,TRUE,0
5202,13.5,0,28,2.High school,20.16129032,4.403846154,Married,TRUE,1
5203,10.2,0,24,4.College,11.38709677,1.288461538,No romantic union,FALSE,0
5203,13.42,0,28,4.College,19.5483871,4.403846154,No romantic union,TRUE,1
5206,10,0,21,2.High school,7.774193548,4.403846154,No romantic union,FALSE,0
5206,13.67,1,26,4.College,15.77419355,9.173076923,Married,TRUE,1
5210,14.5,0,24,3.Some college,13.80645161,2.134615385,Married,TRUE,0
5210,15.25,0,28,3.Some college,21.5483871,6.75,Married,TRUE,1
5217,8.5,2,25,1.Less than HS,2,0.307692308,No romantic union,FALSE,1
5221,2.65,0,21,2.High school,9.032258065,2.192307692,No romantic union,FALSE,0
5221,13.24,1,25,2.High school,16.74193548,4.134615385,Married,FALSE,1
5232,9,1,23,2.High school,10.22580645,0.807692308,No romantic union,FALSE,0
5232,8,1,28,2.High school,12.83870968,1.211538462,Cohabiting,FALSE,1
5237,8,0,23,2.High school,12.22580645,0.5,No romantic union,FALSE,0
5237,9.15,0,28,2.High school,19.61290323,4.634615385,Cohabiting,FALSE,1
5247,7.85,0,20,2.High school,5.806451613,0.903846154,No romantic union,FALSE,0
5247,10,0,25,4.College,12.41935484,1.115384615,No romantic union,FALSE,1
5265,8.25,0,23,2.High school,6.612903226,0.230769231,No romantic union,TRUE,0
5265,16.04,1,28,2.High school,14.48387097,4.923076923,No romantic union,TRUE,1
5267,12,0,23,2.High school,9.387096774,0.269230769,No romantic union,FALSE,0
5267,22,2,28,4.College,17.25806452,4.961538462,Married,TRUE,1
5272,10.84,1,24,4.College,12.25806452,1.596153846,Cohabiting,TRUE,0
5272,19.8,1,28,4.College,20.19354839,6.326923077,Cohabiting,FALSE,1
5280,9.86,0,22,2.High school,8.709677419,2.576923077,No romantic union,FALSE,0
5280,31.41,0,27,4.College,16.96774194,3.788461538,Married,TRUE,1
5289,7.03,1,20,2.High school,6.516129032,2.269230769,Cohabiting,FALSE,0
5289,10.35,1,25,4.College,14.51612903,2.692307692,Married,TRUE,1
5294,6.25,1,21,2.High school,9.387096774,0.461538462,Married,FALSE,0
5294,5.85,2,26,2.High school,15.90322581,2.980769231,Cohabiting,FALSE,1
5296,7.71,2,24,1.Less than HS,2.064516129,0.173076923,Cohabiting,TRUE,0
5297,3.57,2,22,1.Less than HS,2.161290323,0.75,Cohabiting,TRUE,0
5297,6.45,0,27,1.Less than HS,5.677419355,2.096153846,Cohabiting,FALSE,1
5303,8.71,0,23,3.Some college,10.12903226,1.365384615,Married,TRUE,0
5303,9.11,2,28,3.Some college,17.09677419,4.423076923,Married,FALSE,1
5307,9.3,0,23,3.Some college,6.064516129,0.115384615,Cohabiting,TRUE,0
5307,15.5,1,28,3.Some college,14.06451613,0.384615385,Cohabiting,TRUE,1
5310,10.67,0,24,4.College,11.16129032,6.365384615,No romantic union,TRUE,0
5310,11.25,1,29,4.College,17.87096774,0.961538462,Married,FALSE,1
5315,6.25,0,20,2.High school,5.516129032,0.25,No romantic union,TRUE,0
5346,8,0,21,2.High school,NA,0.480769231,No romantic union,FALSE,0
5346,10.58,0,26,4.College,NA,1.115384615,No romantic union,FALSE,1
5369,6,0,20,2.High school,0.935483871,0.557692308,No romantic union,FALSE,0
5369,12.5,0,25,4.College,9.129032258,0.711538462,No romantic union,TRUE,1
5378,10.8,0,20,1.Less than HS,1.903225806,0.173076923,Cohabiting,FALSE,0
5378,8.23,1,24,1.Less than HS,6.290322581,1.057692308,Married,FALSE,1
5382,12.53,1,26,2.High school,8.806451613,3.442307692,No romantic union,TRUE,1
5389,12,0,24,4.College,10,1.980769231,No romantic union,TRUE,0
5389,19.71,1,29,4.College,18.29032258,6.923076923,Married,TRUE,1
5390,8.25,0,23,2.High school,11.19354839,0.461538462,No romantic union,TRUE,0
5390,4.76,2,28,2.High school,18.4516129,0.384615385,Cohabiting,FALSE,1
5398,7,0,21,2.High school,8.483870968,3.115384615,No romantic union,TRUE,0
5405,9,0,23,3.Some college,11.03225806,5.173076923,Cohabiting,TRUE,0
5405,15,1,28,3.Some college,19.25806452,10.07692308,Married,FALSE,1
5411,6.8,1,22,2.High school,13.74193548,1.634615385,No romantic union,FALSE,0
5411,9,1,27,2.High school,22.06451613,1.057692308,No romantic union,TRUE,1
5412,8.68,0,22,2.High school,11.64516129,1.25,No romantic union,FALSE,0
5412,15.42,0,27,4.College,20.19354839,6.346153846,No romantic union,TRUE,1
5413,25,0,22,NA,11.74193548,1.019230769,Cohabiting,FALSE,0
5413,12,2,27,4.College,19.41935484,0.403846154,Married,FALSE,1
5416,5.85,0,20,2.High school,6.677419355,1.25,No romantic union,FALSE,0
5416,14,1,25,2.High school,14.74193548,4.615384615,Married,TRUE,1
5421,10.68,0,22,2.High school,12.77419355,0.480769231,Married,TRUE,0
5421,15.5,0,27,4.College,21.09677419,5.442307692,Married,TRUE,1
5444,6.5,0,22,2.High school,4.64516129,0.076923077,No romantic union,FALSE,0
5444,11,1,26,2.High school,11.74193548,3.461538462,No romantic union,TRUE,1
5448,0.14,0,27,2.High school,4.548387097,1.403846154,Married,FALSE,1
5452,20,0,25,4.College,13,0.942307692,Married,TRUE,1
5454,7.4,0,21,2.High school,5.806451613,0.365384615,No romantic union,FALSE,0
5454,11.55,0,26,4.College,13.22580645,4.634615385,No romantic union,TRUE,1
5463,13.86,2,21,2.High school,NA,2.057692308,Married,TRUE,0
5463,7.4,3,26,2.High school,NA,3,No romantic union,FALSE,1
5467,5.25,1,21,2.High school,3.774193548,0.173076923,Married,TRUE,0
5470,12,1,22,2.High school,9.419354839,0.692307692,Cohabiting,TRUE,0
5470,9,1,27,2.High school,16.87096774,1.692307692,No romantic union,TRUE,1
5475,6,0,20,2.High school,5.258064516,1.538461538,No romantic union,FALSE,0
5482,7.35,0,22,2.High school,7.967741935,4,No romantic union,FALSE,0
5482,20.83,0,27,4.College,16.03225806,1.192307692,Cohabiting,TRUE,1
5493,10.1,1,23,1.Less than HS,10.51612903,0.653846154,Cohabiting,TRUE,0
5498,2.91,0,22,2.High school,8.516129032,0.346153846,Cohabiting,TRUE,0
5498,10.02,0,27,2.High school,17,2.346153846,Married,TRUE,1
5501,10.52,0,22,2.High school,7.806451613,0.423076923,Cohabiting,TRUE,0
5501,8,2,27,2.High school,14.64516129,1.788461538,Married,TRUE,1
5505,8.5,0,23,2.High school,12.12903226,3.403846154,No romantic union,FALSE,0
5505,10.42,0,28,4.College,18.96774194,0.192307692,No romantic union,FALSE,1
5528,8.25,0,24,2.High school,NA,3.461538462,Married,FALSE,0
5528,16,1,29,4.College,NA,3.865384615,Married,TRUE,1
5530,3.5,0,20,2.High school,2.483870968,1.269230769,No romantic union,TRUE,0
5530,3.25,0,25,2.High school,10.67741935,6.153846154,No romantic union,FALSE,1
5548,7.25,3,24,2.High school,13.03225806,1.519230769,Cohabiting,FALSE,0
5548,6.75,3,28,2.High school,20.35483871,2.576923077,Cohabiting,TRUE,1
5551,14.87,1,23,2.High school,14.93548387,3.307692308,Cohabiting,TRUE,0
5551,18,1,28,2.High school,23.22580645,8.25,Cohabiting,TRUE,1
5558,8.15,0,24,2.High school,4.225806452,1.326923077,Cohabiting,TRUE,0
5558,8,1,28,2.High school,10.35483871,1.096153846,Cohabiting,FALSE,1
5560,6.2,1,23,2.High school,2.806451613,0.269230769,Married,TRUE,0
5562,7.69,0,21,2.High school,4.774193548,2.211538462,No romantic union,FALSE,0
5562,14.32,0,26,4.College,12.61290323,2.153846154,Married,TRUE,1
5572,5.25,1,22,2.High school,1.35483871,0.461538462,No romantic union,TRUE,0
5572,7.25,2,27,2.High school,5.032258065,0.730769231,Married,TRUE,1
5584,3,1,22,2.High school,8.322580645,0.230769231,Married,FALSE,0
5584,9,2,26,2.High school,9.64516129,0.384615385,Married,FALSE,1
5590,7.5,1,24,2.High school,7.935483871,0.288461538,Married,FALSE,0
5590,11.5,4,29,2.High school,16.35483871,2.538461538,Married,TRUE,1
5608,7,0,23,4.College,8.322580645,0.057692308,No romantic union,FALSE,0
5608,11,0,28,4.College,16,0.480769231,No romantic union,TRUE,1
5621,7.35,1,20,2.High school,2.967741935,1.25,No romantic union,FALSE,0
5621,8,2,25,2.High school,7.322580645,0.115384615,No romantic union,FALSE,1
5623,7.96,1,22,2.High school,10.35483871,2.519230769,No romantic union,FALSE,0
5623,9.29,2,27,2.High school,18.61290323,7.442307692,No romantic union,FALSE,1
5625,13.5,1,23,4.College,9.483870968,2.269230769,Married,TRUE,0
5625,13,2,28,4.College,16.22580645,1,Married,TRUE,1
5632,8.45,0,21,2.High school,9.548387097,0.653846154,No romantic union,TRUE,0
5632,12.35,0,26,2.High school,17.48387097,2.846153846,No romantic union,TRUE,1
5633,10.92,2,24,2.High school,14.12903226,4.75,Cohabiting,TRUE,0
5633,13.72,2,29,2.High school,22.32258065,9.634615385,Married,TRUE,1
5637,14,2,24,2.High school,13.4516129,0.634615385,Cohabiting,TRUE,0
5637,12.7,3,29,2.High school,21.48387097,0.038461538,No romantic union,TRUE,1
5642,10,0,28,2.High school,NA,4.384615385,Married,TRUE,1
5644,8,0,24,4.College,12.16129032,0.942307692,No romantic union,FALSE,0
5644,16.83,0,29,4.College,19.90322581,3.403846154,No romantic union,TRUE,1
5647,6,0,22,2.High school,NA,0.365384615,Married,FALSE,0
5647,12.5,2,27,2.High school,NA,3.557692308,Married,TRUE,1
5648,10.75,1,23,2.High school,11.77419355,4.884615385,Married,TRUE,0
5648,10,2,28,2.High school,18.12903226,8.326923077,Married,FALSE,1
5662,9.56,0,22,2.High school,8.516129032,1.173076923,Cohabiting,FALSE,0
5662,15.29,0,27,2.High school,16.77419355,4.134615385,Cohabiting,TRUE,1
5663,7.5,2,24,1.Less than HS,NA,0.076923077,Married,FALSE,0
5664,7.5,0,21,1.Less than HS,2.225806452,0.057692308,No romantic union,FALSE,0
5664,11.42,0,26,1.Less than HS,7.516129032,0.480769231,Cohabiting,TRUE,1
5665,2.13,2,29,2.High school,7.806451613,0.846153846,No romantic union,TRUE,1
5672,18.25,0,22,3.Some college,11.41935484,0.903846154,No romantic union,TRUE,0
5672,23.5,1,27,3.Some college,19.48387097,5.711538462,Married,TRUE,1
5681,9.43,0,21,2.High school,7.096774194,0.596153846,No romantic union,TRUE,0
5681,7.75,1,26,2.High school,13.03225806,1.057692308,No romantic union,TRUE,1
5683,8.25,0,25,2.High school,8.709677419,1.576923077,No romantic union,TRUE,1
5684,6,0,23,2.High school,3.387096774,0.25,No romantic union,TRUE,0
5686,5.35,0,20,2.High school,4.838709677,0.115384615,Cohabiting,TRUE,0
5688,9,3,23,1.Less than HS,NA,2.576923077,Married,TRUE,0
5688,9.14,4,27,1.Less than HS,NA,0.884615385,Married,TRUE,1
5697,7,1,23,2.High school,9.903225806,3.5,Married,FALSE,0
5697,9,2,28,2.High school,17.09677419,1.5,Married,FALSE,1
5712,8,0,22,2.High school,7.580645161,1.346153846,Cohabiting,TRUE,0
5712,8.1,1,26,2.High school,12.12903226,0.365384615,Cohabiting,FALSE,1
5714,2.15,0,21,2.High school,2.032258065,0.865384615,No romantic union,FALSE,0
5714,8.8,0,25,4.College,7.580645161,1.865384615,Married,TRUE,1
5718,8.05,1,23,2.High school,8.064516129,0.653846154,Married,TRUE,0
5718,11.15,2,28,2.High school,16.06451613,5.423076923,Married,TRUE,1
5722,17.53,0,23,4.College,10.38709677,0.365384615,Married,FALSE,0
5722,18.03,1,28,4.College,18.38709677,2.25,Married,TRUE,1
5728,6.5,0,20,2.High school,1.516129032,0.5,No romantic union,TRUE,0
5728,8.5,0,25,2.High school,9.741935484,5.403846154,No romantic union,FALSE,1
5753,5.15,2,20,2.High school,0.419354839,0.153846154,No romantic union,FALSE,0
5757,8.48,1,28,4.College,NA,0.230769231,No romantic union,FALSE,1
5762,6.34,1,21,2.High school,1.290322581,0.596153846,Cohabiting,FALSE,0
5762,13.5,1,26,2.High school,4.483870968,0.115384615,Cohabiting,TRUE,1
5783,2.13,0,23,2.High school,2.903225806,0.057692308,No romantic union,TRUE,0
5783,9.89,0,27,2.High school,9.838709677,1.384615385,Cohabiting,FALSE,1
5799,15.7,1,29,3.Some college,13.06451613,6.346153846,Married,TRUE,1
5808,6.25,2,23,2.High school,5.225806452,0.480769231,Cohabiting,TRUE,0
5808,15,3,28,2.High school,9.580645161,1.884615385,No romantic union,TRUE,1
5818,11.15,2,24,2.High school,6.032258065,0.692307692,No romantic union,TRUE,0
5818,10.5,2,29,2.High school,12.29032258,0.480769231,No romantic union,TRUE,1
5830,11,2,22,1.Less than HS,5.096774194,1.25,No romantic union,TRUE,0
5830,8.75,3,27,1.Less than HS,12.93548387,0.288461538,Married,FALSE,1
5843,2.13,0,22,2.High school,3.709677419,0.153846154,No romantic union,FALSE,0
5843,2.13,1,27,2.High school,10.32258065,4.019230769,Married,FALSE,1
5844,5.25,1,21,2.High school,3.806451613,0.057692308,Married,TRUE,0
5844,9.75,2,26,3.Some college,NA,3.461538462,Married,TRUE,1
5854,8.4,0,21,2.High school,6.096774194,2.307692308,No romantic union,FALSE,0
5854,16.28,0,26,4.College,13.90322581,2.019230769,No romantic union,TRUE,1
5856,7.3,2,29,2.High school,9.483870968,1.5,Married,TRUE,1
5860,7.05,0,22,3.Some college,12.80645161,1.403846154,No romantic union,TRUE,0
5860,10.1,0,27,4.College,20.74193548,3.884615385,No romantic union,TRUE,1
5878,5.71,0,23,4.College,10.5483871,0.942307692,No romantic union,TRUE,0
5878,17,0,28,4.College,18.41935484,1.788461538,Cohabiting,TRUE,1
5884,8,0,24,2.High school,15.77419355,1.25,No romantic union,TRUE,0
5884,2.18,1,29,2.High school,22.5483871,0.480769231,No romantic union,TRUE,1
5885,8.5,0,23,2.High school,9.064516129,0.807692308,Cohabiting,TRUE,0
5888,10.33,1,22,2.High school,16.93548387,0.519230769,Married,TRUE,0
5888,2.25,2,27,2.High school,24.67741935,1.807692308,Married,TRUE,1
5892,13.32,1,21,1.Less than HS,NA,1.846153846,Cohabiting,TRUE,0
5895,9.63,0,20,2.High school,5.387096774,1.346153846,No romantic union,TRUE,0
5902,6.5,0,22,2.High school,6.129032258,0.173076923,No romantic union,FALSE,0
5910,6,1,23,2.High school,12.03225806,0.538461538,Cohabiting,TRUE,0
5910,11,3,28,2.High school,20.35483871,5.5,Cohabiting,TRUE,1
5915,12.55,0,24,4.College,10.03225806,1.519230769,No romantic union,TRUE,0
5915,19.71,0,28,4.College,16.12903226,2.903846154,No romantic union,TRUE,1
5916,11.5,2,26,2.High school,NA,NA,No romantic union,FALSE,1
5933,11.4,1,23,2.High school,8.967741935,1.884615385,No romantic union,TRUE,0
5938,9.84,1,29,2.High school,16.41935484,1.326923077,No romantic union,TRUE,1
5942,8.8,3,22,2.High school,6.935483871,2.884615385,Cohabiting,TRUE,0
5942,6.75,3,27,2.High school,12.64516129,0.961538462,No romantic union,TRUE,1
5945,7.55,0,22,2.High school,7.612903226,1.403846154,No romantic union,TRUE,0
5945,13.6,1,26,2.High school,15.5483871,4.423076923,No romantic union,TRUE,1
5946,7.5,0,22,2.High school,6.838709677,2.653846154,No romantic union,TRUE,0
5946,10,0,27,4.College,15.29032258,1.5,No romantic union,TRUE,1
5949,22.43,2,28,4.College,16.12903226,1.384615385,Married,TRUE,1
5951,15.2,0,24,4.College,6.516129032,1.826923077,No romantic union,TRUE,0
5951,19.71,0,29,4.College,14.74193548,0.230769231,No romantic union,TRUE,1
5957,8,0,23,2.High school,6.451612903,0.980769231,No romantic union,TRUE,0
5957,19.31,0,28,4.College,13.96774194,5.442307692,No romantic union,TRUE,1
5972,6,0,21,2.High school,3.64516129,1.884615385,No romantic union,FALSE,0
5973,7,0,21,2.High school,5.129032258,0.711538462,No romantic union,FALSE,0
5973,17.31,0,26,4.College,13.61290323,2.865384615,No romantic union,TRUE,1
5980,5.15,0,22,2.High school,5.451612903,0.096153846,No romantic union,FALSE,0
5980,9.34,0,26,2.High school,12.48387097,2.25,No romantic union,TRUE,1
5993,8,1,24,2.High school,8.225806452,1.538461538,No romantic union,TRUE,0
6008,6.5,0,24,2.High school,5.516129032,0.653846154,No romantic union,FALSE,0
6008,8.5,2,29,2.High school,10.03225806,0.480769231,No romantic union,TRUE,1
6010,7.5,2,23,1.Less than HS,3.677419355,1.326923077,No romantic union,FALSE,0
6010,7.5,2,28,NA,8.290322581,2.403846154,No romantic union,TRUE,1
6033,6,2,22,2.High school,9.290322581,0.269230769,Married,TRUE,0
6033,10.65,2,27,2.High school,16.35483871,0.576923077,Married,TRUE,1
6034,7.3,0,21,2.High school,7.032258065,3.211538462,Married,FALSE,0
6034,7.25,0,26,2.High school,15.29032258,0.403846154,Married,FALSE,1
6036,8.92,0,24,2.High school,12.64516129,4.788461538,Married,TRUE,0
6036,9.75,0,28,2.High school,20.61290323,9.538461538,Married,TRUE,1
6047,8.4,0,23,2.High school,12.12903226,2.692307692,Married,TRUE,0
6047,9.5,1,28,3.Some college,20.16129032,7.480769231,Married,FALSE,1
6048,8,0,20,2.High school,5.967741935,1.423076923,No romantic union,FALSE,0
6055,7,0,21,2.High school,6.258064516,0.096153846,Married,FALSE,0
6076,16.15,0,28,4.College,16.22580645,2.403846154,Married,TRUE,1
6079,10.25,0,23,2.High school,9.516129032,4.173076923,No romantic union,TRUE,0
6079,24.83,0,28,3.Some college,17.64516129,1.442307692,No romantic union,TRUE,1
6087,7.5,3,22,2.High school,9.580645161,0.788461538,Cohabiting,TRUE,0
6087,15.38,4,26,2.High school,17.48387097,2.769230769,Cohabiting,TRUE,1
6093,7,0,23,2.High school,7.64516129,0.326923077,No romantic union,FALSE,0
6093,8.5,0,28,3.Some college,14.35483871,1.942307692,No romantic union,TRUE,1
6105,8.45,2,23,2.High school,13.67741935,7.192307692,Married,TRUE,0
6105,10.15,3,28,3.Some college,21.51612903,0.557692308,Cohabiting,TRUE,1
6122,6.7,0,21,2.High school,6.580645161,1.153846154,No romantic union,FALSE,0
6122,10.52,1,26,2.High school,14.09677419,2.673076923,No romantic union,TRUE,1
6127,6.5,0,20,2.High school,6.709677419,1.673076923,Cohabiting,FALSE,0
6127,14.26,2,25,2.High school,14.03225806,3.826923077,Married,TRUE,1
6128,18.75,0,23,4.College,5.838709677,0.692307692,No romantic union,TRUE,0
6128,12.14,0,28,4.College,12.70967742,1.480769231,Cohabiting,TRUE,1
6140,6,0,20,2.High school,6.774193548,0.269230769,Married,TRUE,0
6140,3.55,1,25,2.High school,13.12903226,0.423076923,Cohabiting,FALSE,1
6141,7.15,1,24,2.High school,7.580645161,1.75,No romantic union,TRUE,0
6141,9,2,29,2.High school,12.87096774,0.538461538,No romantic union,TRUE,1
6144,7.5,2,22,2.High school,5.419354839,0.326923077,No romantic union,TRUE,0
6144,8.5,2,27,2.High school,11.51612903,0.134615385,No romantic union,TRUE,1
6146,2.5,1,23,2.High school,11.06451613,3.057692308,Married,FALSE,0
6146,9.5,2,28,3.Some college,19.32258065,2.115384615,Married,TRUE,1
6148,7,0,20,2.High school,1.516129032,0.115384615,No romantic union,TRUE,0
6148,7.45,1,25,2.High school,6.967741935,1,Married,FALSE,1
6157,8.13,0,22,2.High school,NA,0.75,Cohabiting,TRUE,0
6157,14.09,1,27,2.High school,NA,3.346153846,No romantic union,TRUE,1
6162,6.25,0,21,NA,0.774193548,0.173076923,No romantic union,TRUE,0
6162,7,1,25,2.High school,2.322580645,0.923076923,Cohabiting,TRUE,1
6164,6.5,0,20,2.High school,6.290322581,1.038461538,No romantic union,FALSE,0
6164,7.25,1,25,2.High school,12.5483871,2.442307692,No romantic union,TRUE,1
6188,8.5,0,25,2.High school,7.64516129,1.076923077,Married,TRUE,0
6188,10.52,3,29,2.High school,8.935483871,0.769230769,Married,TRUE,1
6194,9.3,0,19,1.Less than HS,5.064516129,0.480769231,No romantic union,TRUE,0
6202,8,0,21,2.High school,8.419354839,0.615384615,Married,FALSE,0
6202,12.41,0,26,2.High school,16.90322581,3.846153846,Married,TRUE,1
6211,5.65,0,21,2.High school,7.806451613,1.865384615,No romantic union,FALSE,0
6221,8.5,0,20,2.High school,5.838709677,0.134615385,No romantic union,FALSE,0
6221,2.13,0,25,2.High school,13.90322581,0.173076923,No romantic union,FALSE,1
6226,12.5,0,21,2.High school,7.516129032,3.461538462,No romantic union,TRUE,0
6226,17,1,26,2.High school,15.38709677,3.903846154,Married,TRUE,1
6227,10,0,23,2.High school,4.806451613,1.076923077,Married,TRUE,0
6227,14.5,0,28,2.High school,12.96774194,5.942307692,Married,TRUE,1
6233,7.5,0,21,2.High school,3.838709677,0.769230769,Cohabiting,TRUE,0
6233,12.5,0,25,2.High school,8.838709677,0.807692308,Married,TRUE,1
6243,10,0,23,4.College,NA,0.192307692,Cohabiting,TRUE,0
6244,19.23,0,23,4.College,11.06451613,1.5,Cohabiting,TRUE,0
6244,16.83,1,28,4.College,18.83870968,3.25,Married,TRUE,1
6266,16.58,1,24,2.High school,14.77419355,7.480769231,Married,FALSE,0
6266,21,3,29,2.High school,19.67741935,10.40384615,Married,FALSE,1
6268,14.75,0,20,2.High school,6.612903226,2.346153846,No romantic union,TRUE,0
6268,20,0,25,2.High school,14.09677419,6.807692308,No romantic union,TRUE,1
6271,8,0,26,2.High school,NA,0.384615385,No romantic union,FALSE,1
6277,7,0,22,2.High school,5.64516129,0.807692308,No romantic union,FALSE,0
6277,13.45,0,27,4.College,12.09677419,0.173076923,No romantic union,FALSE,1
6280,7.5,2,24,2.High school,10.22580645,0.307692308,Cohabiting,TRUE,0
6280,14.04,3,29,2.High school,15.41935484,0.173076923,Married,FALSE,1
6281,8.45,2,24,2.High school,7.935483871,1.365384615,Married,TRUE,0
6281,10,2,29,2.High school,15.77419355,2.346153846,Married,TRUE,1
6287,8.5,0,22,2.High school,6.580645161,0.442307692,Cohabiting,TRUE,0
6287,10,0,26,2.High school,13.87096774,0.480769231,Cohabiting,TRUE,1
6289,8.9,1,21,2.High school,7.741935484,0.884615385,Married,FALSE,0
6291,5.15,0,21,2.High school,10.29032258,0.346153846,Cohabiting,TRUE,0
6291,13.75,0,26,2.High school,17.29032258,3.730769231,Cohabiting,FALSE,1
6295,12.42,0,29,4.College,13.70967742,0.461538462,No romantic union,TRUE,1
6304,7,0,20,2.High school,6.967741935,0.096153846,No romantic union,TRUE,0
6304,10.7,0,24,2.High school,13.4516129,2.461538462,No romantic union,TRUE,1
6310,6.07,0,20,2.High school,2.548387097,0.769230769,No romantic union,FALSE,0
6310,8.5,0,24,3.Some college,7.387096774,0.173076923,No romantic union,TRUE,1
6323,15,1,26,2.High school,13.29032258,1.807692308,Married,FALSE,1
6329,6.4,0,20,2.High school,5.129032258,0.288461538,No romantic union,FALSE,0
6329,12,0,25,4.College,12.06451613,0.384615385,No romantic union,TRUE,1
6330,11.54,0,20,2.High school,8.387096774,1.076923077,Cohabiting,TRUE,0
6330,23.91,1,25,2.High school,16.41935484,5.865384615,Married,TRUE,1
6335,2.13,0,21,2.High school,NA,1.134615385,No romantic union,FALSE,0
6335,20,0,26,4.College,NA,0.173076923,Married,TRUE,1
6336,8,0,22,2.High school,5.838709677,1.442307692,No romantic union,FALSE,0
6336,29.96,0,26,4.College,13.58064516,4.25,Cohabiting,TRUE,1
6345,8,0,22,2.High school,5.774193548,0.269230769,No romantic union,TRUE,0
6345,7.2,1,27,2.High school,12.51612903,1.903846154,Married,FALSE,1
6360,10,1,21,2.High school,5.548387097,1.423076923,No romantic union,FALSE,0
6360,9.81,1,26,2.High school,13.58064516,3.442307692,Cohabiting,FALSE,1
6369,8,1,24,3.Some college,8.709677419,4.288461538,Married,FALSE,0
6369,11,2,29,3.Some college,15.41935484,8.288461538,Married,TRUE,1
6374,15,0,26,2.High school,9.838709677,0.288461538,Cohabiting,TRUE,1
6375,5.15,0,21,2.High school,10.4516129,3.769230769,No romantic union,FALSE,0
6375,7.25,0,25,4.College,17.61290323,1.057692308,Cohabiting,TRUE,1
6378,7.93,1,23,2.High school,9.935483871,0.288461538,Cohabiting,FALSE,0
6378,8.5,2,28,2.High school,16.64516129,3.596153846,Married,FALSE,1
6379,8.67,0,24,2.High school,7.129032258,1.076923077,Married,TRUE,0
6379,8.75,2,29,2.High school,14.29032258,4.25,Married,TRUE,1
6394,11.35,0,23,4.College,8.483870968,0.115384615,No romantic union,TRUE,0
6394,12.69,0,27,4.College,16.58064516,4.942307692,No romantic union,TRUE,1
6400,15.9,0,24,4.College,10.38709677,0.634615385,Cohabiting,TRUE,0
6400,24.04,0,29,4.College,17.09677419,0.326923077,No romantic union,TRUE,1
6414,6.22,0,24,3.Some college,2.870967742,0.923076923,No romantic union,FALSE,0
6414,9.75,0,29,3.Some college,10.77419355,3.557692308,Cohabiting,FALSE,1
6418,5.15,0,22,2.High school,8.580645161,2.557692308,No romantic union,FALSE,0
6418,12.75,0,26,4.College,16.67741935,3.673076923,Married,TRUE,1
6421,3.45,0,20,2.High school,8.903225806,0.557692308,No romantic union,FALSE,0
6421,12.5,0,25,4.College,16.32258065,0.288461538,Married,TRUE,1
6427,7,0,20,2.High school,12.58064516,5.5,No romantic union,TRUE,0
6427,12.02,0,24,2.High school,20.41935484,3.480769231,Married,TRUE,1
6436,1.03,0,24,4.College,12.32258065,0.211538462,Cohabiting,FALSE,0
6436,12.55,1,28,4.College,18.29032258,1.173076923,Married,TRUE,1
6440,8,0,23,2.High school,8.258064516,0.692307692,Cohabiting,TRUE,0
6440,17.55,1,28,2.High school,16.35483871,4.115384615,Married,TRUE,1
6444,25,1,23,2.High school,7.774193548,0.519230769,Married,FALSE,0
6448,8.25,0,20,2.High school,4.741935484,1.173076923,No romantic union,FALSE,0
6456,11.97,0,23,4.College,8.806451613,1.384615385,No romantic union,TRUE,0
6458,10,0,20,2.High school,7,1.596153846,No romantic union,TRUE,0
6458,11.97,0,25,2.High school,15.16129032,3.384615385,Cohabiting,FALSE,1
6467,9.7,3,26,2.High school,7.096774194,0.403846154,Married,TRUE,1
6469,6.5,1,21,2.High school,2.967741935,0.25,Cohabiting,TRUE,0
6469,8.4,2,26,3.Some college,5.225806452,0.557692308,Married,FALSE,1
6473,9,0,21,2.High school,7.935483871,0.884615385,Cohabiting,TRUE,0
6473,14,0,26,2.High school,16.22580645,3.153846154,Cohabiting,TRUE,1
6475,7.75,0,22,1.Less than HS,10.93548387,1.038461538,Cohabiting,FALSE,0
6475,9.93,0,27,1.Less than HS,14.12903226,1.269230769,No romantic union,TRUE,1
6477,7.32,1,21,1.Less than HS,4.903225806,0.057692308,Cohabiting,TRUE,0
6477,9,1,26,1.Less than HS,12.48387097,3.346153846,Cohabiting,TRUE,1
6490,9.88,0,23,4.College,3.903225806,0.307692308,No romantic union,TRUE,0
6490,18.38,1,28,4.College,11.67741935,2.115384615,Married,TRUE,1
6491,6,1,22,1.Less than HS,5.548387097,0.153846154,Cohabiting,FALSE,0
6491,5,3,27,1.Less than HS,13.09677419,1.653846154,Married,FALSE,1
